competition_id,team_id,team_market,team_name,conference_id,player_id,player_name,class_year,position,height,status,next_team_id,next_team_market,prior_team_id,prior_team_market,is_transfer,is_draft_prospect,will_transfer,in_portal_after_season,games_played,games_started,minutes,possessions,points,field_goal_attempts,free_throw_attempts,assists,offensive_rebounds,defensive_rebounds,rebounds,steals,blocks,turnovers,personal_fouls,usage_pct,ortg_player,drtg_player,effective_fg_pct,true_shooting_pct,assist_pct,offensive_rebound_pct,defensive_rebound_pct,rebound_pct,steal_pct,block_pct,turnover_pct,per,warp,warp_per_40,win_shares,offensive_win_shares,defensive_win_shares,win_shares_per_40,rapm,offensive_rapm,defensive_rapm
41097,103257,Purdue,Boilermakers,73,1637511,Liam Murphy,Senior,F,80,senior_eligibility_review,,,104001,North Florida,True,False,False,False,12,0,89.21,144.03,28.0,27,0,3,2,9,11,1,0,0,8,0.15872,,113.98,0.51852,0.51852,0.05073,0.03023,0.11421,0.07588,0.00696,0,0,10.7933,0.07447,0.0334,,,0.0854,,-1.165,-0.677,-0.488
41097,103257,Purdue,Boilermakers,73,1693954,Trey Kaufman-Renn,Senior,F,81,draft_prospect_review,,,103257,Purdue,False,True,False,False,37,37,1041.2,1654.858,524.0,393,107,94,106,202,308,14,8,52,84,0.24884,126.26,109.01,0.58015,0.59532,0.17183,0.13285,0.24109,0.18829,0.00844,0.0097,0.10567,24.446,5.44313,0.2091,4.8614,3.402,1.4594,0.1868,5.87,4.803,1.067
41097,103257,Purdue,Boilermakers,73,1911404,Fletcher Loyer,Senior,G,76,draft_prospect_review,,,103257,Purdue,False,True,False,False,39,39,1143.24,1818.412,548.0,369,119,80,7,84,91,28,2,39,45,0.21197,133.72,113.41,0.60163,0.65021,0.11691,0.00793,0.08977,0.05005,0.01537,0.00218,0.08472,19.0376,4.76988,0.1669,4.7555,3.6033,1.1522,0.1664,9.292,4.871,4.421
41097,103257,Purdue,Boilermakers,73,1911492,Braden Smith,Senior,G,72,draft_prospect_review,,,103257,Purdue,False,True,False,False,39,39,1344.45,2133.897,557.0,448,120,345,25,113,138,66,8,113,62,0.24032,121.49,109.11,0.51116,0.55611,0.42966,0.02409,0.10268,0.06454,0.0308,0.00743,0.1841,21.3041,7.18676,0.2138,5.8004,3.9282,1.8722,0.1726,5.983,5.573,0.41
41097,103257,Purdue,Boilermakers,73,1936195,Jack Lusk,Junior,G,76,probable_returner,,,103257,Purdue,False,False,False,False,9,0,18.62,31.281,0.0,0,0,0,0,3,3,0,0,1,3,0.02769,,112.58,,,0,0,0.17314,0.09915,0,0,1,-2.9008,-0.13828,-0.2971,,,0.0202,,,,
41097,103257,Purdue,Boilermakers,73,2093260,Oscar Cluff,Senior,F,83,senior_eligibility_review,,,104233,South Dakota St.,True,False,False,False,39,39,964.71,1532.069,414.0,240,123,69,130,162,292,19,36,31,107,0.1774,148.36,107.1,0.68333,0.70384,0.12466,0.17458,0.20516,0.19032,0.01236,0.04657,0.09535,27.1095,7.70056,0.3193,5.7324,4.2147,1.5176,0.2377,6.996,5.481,1.515
41097,103257,Purdue,Boilermakers,73,2106194,Jace Rayl,Junior,G,70,probable_returner,,,103257,Purdue,False,False,False,False,8,0,15.47,26.008,0.0,2,0,0,0,0,0,0,0,0,2,0.06626,,119.91,0,0,0,0,0,0,0,0,0,-7.7637,-0.134,-0.3465,,,0.0066,,,,
41097,103257,Purdue,Boilermakers,73,2334058,Gicarri Harris,Sophomore,G,75,probable_returner,,,103257,Purdue,False,False,False,False,39,0,613.76,981.231,178.0,142,36,32,12,50,62,33,3,12,41,0.14566,125.62,108.55,0.51761,0.56401,0.0801,0.02533,0.09953,0.06352,0.03373,0.0061,0.07065,13.8525,1.46198,0.0953,1.9441,1.0583,0.8858,0.1267,-0.66,-0.81,0.15
41097,103257,Purdue,Boilermakers,73,2334059,Jack Benter,Freshman,G,78,probable_returner,,,103257,Purdue,False,False,False,False,38,2,557.28,887.636,166.0,121,23,31,29,68,97,15,2,17,57,0.1399,130.19,110.5,0.6281,0.6331,0.08671,0.06737,0.14887,0.10932,0.01688,0.0045,0.11477,14.4765,1.5243,0.1094,1.844,1.137,0.707,0.1324,4.127,1.617,2.51
41097,103257,Purdue,Boilermakers,73,2334060,C.J. Cox,Sophomore,G,75,probable_returner,,,103257,Purdue,False,False,False,False,39,39,952.96,1514.182,330.0,258,38,49,31,77,108,20,4,12,48,0.15838,134.77,113.36,0.57752,0.60066,0.08294,0.04214,0.09871,0.07126,0.01317,0.00524,0.04185,15.3482,2.25589,0.0947,3.2862,2.3219,0.9643,0.1379,6.744,4.574,2.17
41097,103257,Purdue,Boilermakers,73,2334062,Daniel Jacobsen,Sophomore,F,88,draft_prospect_review,,,103257,Purdue,False,True,False,False,39,0,503.33,808.718,214.0,127,75,13,44,74,118,3,47,22,73,0.19034,129.45,105.95,0.65748,0.66875,0.04447,0.11325,0.17962,0.14741,0.00374,0.11654,0.12088,22.2175,2.80493,0.2229,2.2024,1.3587,0.8437,0.175,0.411,-0.052,0.463
41097,103257,Purdue,Boilermakers,73,2334063,Aaron Fine,Freshman,G,74,in_portal_uncommitted_or_pending,,,103257,Purdue,False,False,False,True,9,0,23.06,38.637,11.0,10,2,3,0,0,0,0,0,2,4,0.28794,99.11,119.71,0.5,0.50459,0.21391,0,0,0,0,0,0.15528,8.7657,-0.13513,-0.2344,0.0165,0.0062,0.0102,0.0286,,,
41097,103257,Purdue,Boilermakers,73,2486713,Omer Mayer,Freshman,G,76,probable_returner,,,,,False,False,False,False,39,0,557.69,891.824,214.0,194,23,45,3,39,42,15,0,35,32,0.2257,103.28,113.27,0.51289,0.52425,0.13441,0.00697,0.08544,0.04735,0.01687,0,0.14637,11.058,-0.61667,-0.0442,0.8986,0.3295,0.5691,0.0645,0.95,1.335,-0.385
41097,103258,A&M-Corpus Christi,Islanders,72,1606057,DA Houston,Senior,G,74,senior_eligibility_review,,,103473,Coastal Carolina,True,False,False,False,25,14,518.92,848.144,213.0,166,76,70,7,26,33,14,6,56,67,0.25717,98.44,108.83,0.49096,0.5341,0.29262,0.01589,0.06148,0.03822,0.01642,0.01365,0.21923,11.3088,0.06759,0.0052,0.8253,0.0902,0.735,0.0636,-0.235,-1.14,0.905
41097,103258,A&M-Corpus Christi,Islanders,72,1704955,Mason Gibson,Senior,G,72,senior_eligibility_review,,,103846,Midwestern St.,True,False,False,False,26,13,576.13,940.797,245.0,196,68,27,9,39,48,28,2,26,35,0.22826,109.42,106.05,0.5,0.54228,0.10188,0.01838,0.08303,0.05004,0.02978,0.00417,0.10321,14.927,1.68921,0.1173,1.6386,0.6791,0.9595,0.1138,-0.081,-0.04,-0.041
41097,103258,A&M-Corpus Christi,Islanders,72,1917964,Jamal Ambrose,Junior,F,82,probable_returner,,,,,False,False,False,False,11,0,48.35,81.287,6.0,7,1,1,1,1,2,3,1,3,9,0.10789,66.07,104.64,0.42857,0.40541,0.03494,0.02278,0.02461,0.02366,0.03767,0.02435,0.28736,1.9477,-0.26566,-0.2198,0.0109,-0.0757,0.0866,0.009,-0.959,-0.968,0.009
41097,103258,A&M-Corpus Christi,Islanders,72,1927662,Franck Yetna,Senior,F,79,senior_eligibility_review,,,103814,Lincoln (MO),True,False,False,False,29,13,534.97,879.835,182.0,143,42,31,38,51,89,19,12,20,56,0.17732,117.93,105.17,0.53846,0.56347,0.12457,0.0835,0.11703,0.0999,0.02173,0.02653,0.1102,16.3939,2.04506,0.1529,1.823,0.8899,0.9331,0.1363,-0.923,-0.577,-0.346
41097,103258,A&M-Corpus Christi,Islanders,72,1947531,Leo Torbor,Senior,G,75,senior_eligibility_review,,,103258,A&M-Corpus Christi,False,False,False,False,29,15,567.26,926.174,133.0,128,54,45,11,42,53,36,13,39,57,0.17578,85.32,102.41,0.41797,0.43808,0.15903,0.0228,0.09089,0.05611,0.03882,0.02711,0.20445,8.9279,-0.86947,-0.0613,0.6021,-0.5274,1.1296,0.0425,-1.303,-3.346,2.043
41097,103258,A&M-Corpus Christi,Islanders,72,1955614,Cenker Evran,Junior,F,80,probable_returner,,,103571,Edinboro,True,False,False,False,23,16,521.43,829.017,137.0,95,45,21,53,67,120,12,8,23,46,0.14049,118.23,105.87,0.56842,0.59669,0.08275,0.12553,0.15557,0.1407,0.01429,0.01817,0.16691,14.9835,0.76624,0.0588,1.6141,0.7375,0.8766,0.1238,1.778,-0.228,2.006
41097,103258,A&M-Corpus Christi,Islanders,72,2117021,Kam Parker,Senior,G,74,senior_eligibility_review,,,103258,A&M-Corpus Christi,False,False,False,False,22,6,383.02,629.017,85.0,85,24,32,8,33,41,10,2,18,38,0.15456,96.03,107.9,0.38824,0.44456,0.15846,0.02431,0.10415,0.06348,0.01602,0.00605,0.15851,7.3236,-0.45819,-0.0479,0.5499,-0.0247,0.5746,0.0574,-2.281,-1.74,-0.541
41097,103258,A&M-Corpus Christi,Islanders,72,2305463,Sheldon Williams,Senior,F,80,senior_eligibility_review,,,103258,A&M-Corpus Christi,False,False,False,False,29,27,773.01,1258.216,348.0,250,113,29,56,145,201,22,12,47,87,0.23445,112.12,102.4,0.55,0.58058,0.089,0.08516,0.23027,0.15615,0.01741,0.01836,0.13556,19.2936,3.12586,0.1618,2.7405,1.2008,1.5398,0.1418,1.386,0.754,0.632
41097,103258,A&M-Corpus Christi,Islanders,72,2305464,Kayden Crosby,Junior,F,79,probable_returner,,,103258,A&M-Corpus Christi,False,False,False,False,3,0,5.85,10.251,3.0,2,0,0,0,0,0,0,0,0,0,0.17693,,116,0.75,0.75,0,0,0,0,0,0,0,18.7201,0.03326,0.2274,,,0.0045,,,,
41097,103258,A&M-Corpus Christi,Islanders,72,2306705,Nicholas Shogbonyo,Senior,G,73,senior_eligibility_review,,,103535,Denver,True,False,False,False,25,23,706.69,1145.24,304.0,207,105,33,13,73,86,24,0,45,64,0.22215,112.86,106.46,0.52899,0.60032,0.09801,0.02241,0.12614,0.07421,0.02087,0,0.15091,14.944,1.79323,0.1015,2.2037,1.0529,1.1508,0.1247,0.816,-0.06,0.876
41097,103258,A&M-Corpus Christi,Islanders,72,2558060,Devon Kobi Pearson,Freshman,F,80,in_portal_uncommitted_or_pending,,,,,False,False,False,True,28,0,226.91,378.376,80.0,53,38,7,14,28,42,6,5,19,39,0.20517,98.35,104.8,0.57547,0.57389,0.06583,0.07392,0.15306,0.1128,0.01619,0.02632,0.21416,11.7336,-0.16604,-0.0293,0.4323,0.029,0.4033,0.0762,-1.564,-1.944,0.38
41097,103258,A&M-Corpus Christi,Islanders,72,2558061,Bryson Wheatfall,Freshman,G,76,probable_returner,,,,,False,False,False,False,24,5,254.6,424.527,70.0,79,20,13,15,22,37,11,6,8,33,0.19495,93.35,104.35,0.36709,0.39863,0.10809,0.06665,0.10663,0.08577,0.02611,0.02757,0.08351,9.9001,-0.31844,-0.05,0.3847,-0.0781,0.4628,0.0604,-1.96,-1.579,-0.381
41097,103258,A&M-Corpus Christi,Islanders,72,2558062,Daniel Michelini-Jackson,Junior,G,77,probable_returner,,,,,False,False,False,False,26,11,443.87,720.881,113.0,100,30,30,14,66,80,14,4,29,31,0.16722,96.66,104.34,0.43,0.49912,0.13098,0.03712,0.18609,0.10931,0.01931,0.01076,0.20394,10.2483,0.2185,0.0197,0.7972,-0.0101,0.8073,0.0718,-0.165,0.147,-0.312
41097,103258,A&M-Corpus Christi,Islanders,72,2558064,Jaden Haire,Junior,F,79,in_portal_uncommitted_or_pending,,,,,False,False,False,True,22,2,212.62,360.199,50.0,42,29,8,14,22,36,1,2,17,23,0.17335,85.96,109.66,0.38095,0.4562,0.07578,0.07358,0.12718,0.0991,0.00283,0.011,0.2369,5.423,-0.98204,-0.1848,0.0943,-0.1912,0.2854,0.0177,-4.079,-2.883,-1.196
41097,103258,A&M-Corpus Christi,Islanders,72,2558067,Trenton Pane,Freshman,G,70,probable_returner,,,,,False,False,False,False,2,0,3.93,6.632,4.0,3,0,0,0,1,1,0,0,1,0,0.5084,,104.75,0.66667,0.66667,0,0,0.32311,0.16156,0,0,0.25,27.1939,-0.00547,-0.0557,,,0.007,,,,
41097,103258,A&M-Corpus Christi,Islanders,72,2558069,Cedric Horton,Freshman,G,77,probable_returner,,,,,False,False,False,False,9,0,47.44,84.522,14.0,13,0,3,0,3,3,3,3,1,9,0.14406,,99.99,0.53846,0.53846,0.13511,0,0.08214,0.03618,0.03647,0.07304,0.07143,14.0598,0.17112,0.1443,,,0.1047,,-0.322,0.146,-0.468
41097,103260,Abilene Christian,Wildcats,36,1705225,Joseph Venzant,Senior,G,75,senior_eligibility_review,,,103260,Abilene Christian,False,False,False,False,30,20,771.85,1292.453,127.0,78,60,22,33,65,98,52,10,31,102,0.08913,109.65,106.28,0.51282,0.60824,0.05364,0.04992,0.12211,0.08212,0.03995,0.01525,0.22895,9.6834,-0.04207,-0.0022,1.6818,0.4111,1.2707,0.0872,-1.862,-2.509,0.647
41097,103260,Abilene Christian,Wildcats,36,1910131,Rich Smith,Senior,G,76,in_portal_uncommitted_or_pending,,,103260,Abilene Christian,False,False,False,True,30,27,904.28,1522.814,300.0,208,135,138,46,71,117,57,8,78,87,0.19408,107.18,107.48,0.51202,0.56096,0.33129,0.0594,0.11385,0.08369,0.03738,0.01041,0.22583,16.3363,2.25234,0.0996,2.2725,0.8808,1.3917,0.1005,-0.266,-0.778,0.512
41097,103260,Abilene Christian,Wildcats,36,1924260,Cade Hornecker,Junior,F,84,probable_returner,,,103260,Abilene Christian,False,False,False,False,30,19,475.59,805.801,156.0,131,49,34,34,70,104,15,13,35,58,0.20039,99.39,107.69,0.46947,0.51114,0.15865,0.08347,0.21343,0.14144,0.0187,0.03217,0.18661,13.4685,0.54431,0.0458,0.8285,0.1057,0.7229,0.0697,-2.006,-1.197,-0.809
41097,103260,Abilene Christian,Wildcats,36,2125324,Yaniel Rivera,Junior,G,76,probable_returner,,,103260,Abilene Christian,False,False,False,False,27,19,673.98,1129.093,199.0,175,38,63,8,32,40,32,7,43,29,0.1774,99.48,110.78,0.49714,0.51904,0.19356,0.01391,0.06734,0.03808,0.0283,0.01214,0.1832,10.5973,0.8204,0.0487,0.9704,0.1325,0.838,0.0576,-1.785,-0.687,-1.098
41097,103260,Abilene Christian,Wildcats,36,2125332,Ma'Shy Hill,Junior,F,82,in_portal_uncommitted_or_pending,,,103260,Abilene Christian,False,False,False,True,30,5,287.81,484.513,67.0,48,24,3,12,31,43,3,12,23,49,0.14399,84.54,110.73,0.60417,0.57167,0.0219,0.04868,0.15619,0.09664,0.00618,0.04906,0.282,5.9994,-1.23111,-0.1711,0.1289,-0.2304,0.3593,0.0179,-0.735,-3.21,2.475
41097,103260,Abilene Christian,Wildcats,36,2144728,Cbo Newton,Sophomore,G,75,in_portal_uncommitted_or_pending,,,103658,Grambling,True,False,False,True,28,23,735.65,1241.588,294.0,234,69,33,17,40,57,32,5,42,67,0.21175,105.12,111.03,0.52778,0.55598,0.10209,0.02754,0.07986,0.05098,0.02576,0.00808,0.13709,12.9156,0.13389,0.0073,1.4323,0.5341,0.8982,0.0779,1.236,1.5,-0.264
41097,103260,Abilene Christian,Wildcats,36,2169822,Zy Wright,Senior,G,77,senior_eligibility_review,,,103441,Chadron St.,True,False,False,False,30,4,498.36,839.85,168.0,129,52,13,19,37,56,15,5,28,50,0.1834,104.69,111.77,0.48062,0.553,0.05569,0.04452,0.10766,0.07268,0.01785,0.01181,0.15566,10.7119,-0.32331,-0.0259,0.8771,0.3015,0.5757,0.0704,-1.173,-0.942,-0.231
41097,103260,Abilene Christian,Wildcats,36,2313773,Christian Alston,Sophomore,G,77,in_portal_uncommitted_or_pending,,,103260,Abilene Christian,False,False,False,True,28,0,308.13,525.63,127.0,123,45,9,18,36,54,14,5,24,32,0.27445,88.91,107.82,0.38211,0.44468,0.06711,0.06713,0.16938,0.11234,0.02693,0.0195,0.14388,10.6401,-0.22825,-0.0296,0.1766,-0.2882,0.4649,0.0229,-2.606,-2.542,-0.064
41097,103260,Abilene Christian,Wildcats,36,2313792,Bradyn Hubbard,Senior,F,79,senior_eligibility_review,,,103260,Abilene Christian,False,False,False,False,29,27,831.98,1402.977,466.0,384,165,42,30,103,133,47,3,68,88,0.32025,100.94,106.93,0.4349,0.51029,0.12482,0.04205,0.17939,0.10329,0.03353,0.00423,0.12962,16.6839,1.81621,0.0873,1.7673,0.4457,1.3216,0.085,2.228,0.306,1.922
41097,103260,Abilene Christian,Wildcats,36,2505135,Isaiah Carrillo,Freshman,G,70,in_portal_uncommitted_or_pending,,,,,False,False,False,True,8,0,17.75,30.919,3.0,5,0,1,0,1,1,2,0,0,0,0.13975,,102.96,0.3,0.3,0.13067,0,0.08709,0.03474,0.06584,0,0,8.7082,0.04633,0.1044,,,0.0345,,,,
41097,103260,Abilene Christian,Wildcats,36,2505143,Isaac Dye,Freshman,G,74,probable_returner,,,,,False,False,False,False,22,0,130.84,223.396,33.0,35,9,2,6,9,15,3,3,6,16,0.17542,87.95,111.97,0.38571,0.42308,0.03046,0.05404,0.10146,0.0751,0.01361,0.02698,0.13345,5.032,-0.09398,-0.0287,0.0628,-0.0859,0.1487,0.0192,-3.599,-1.795,-1.804
41097,103260,Abilene Christian,Wildcats,36,2505145,Tylan Lewis,Freshman,G,72,in_portal_uncommitted_or_pending,,,,,False,False,False,True,24,0,78.79,136.032,2.0,9,0,6,0,5,5,1,1,3,9,0.07695,,114.16,0.11111,0.11111,0.14004,0,0.08953,0.04032,0.00752,0.01479,0.25,-1.8574,-0.51127,-0.2596,,,0.0741,,-1.464,-0.902,-0.562
41097,103260,Abilene Christian,Wildcats,36,2505149,Joseph Scott,Junior,F,81,in_portal_uncommitted_or_pending,,,,,False,False,False,True,26,6,310.01,519.673,96.0,80,37,10,28,49,77,15,5,25,53,0.19998,91.7,105.6,0.4875,0.49844,0.07166,0.10566,0.22611,0.15985,0.02875,0.01883,0.20613,11.56,-0.11889,-0.0153,0.3819,-0.1475,0.5294,0.0493,-2.211,-0.022,-2.189
41097,103265,Air Force,Falcons,87,2117985,Josh Gatete,Junior,F,81,probable_returner,,,103265,Air Force,False,False,False,False,15,0,63.99,107.336,4.0,7,2,5,1,5,6,3,3,11,6,0.15796,36.48,116.85,0.21429,0.25316,0.15647,0.01846,0.09548,0.05632,0.02792,0.05307,0.58263,-3.2765,-0.40395,-0.2525,-0.2608,-0.3054,0.0446,-0.163,-1.188,-0.217,-0.971
41097,103265,Air Force,Falcons,87,2117992,Caleb Walker,Junior,F,81,probable_returner,,,103265,Air Force,False,False,False,False,24,6,518.19,855.071,250.0,148,112,19,39,81,120,11,11,47,46,0.25668,104.71,118.52,0.66892,0.63355,0.10274,0.09311,0.18923,0.14169,0.01285,0.02438,0.1924,19.0318,0.94738,0.0731,0.7306,0.4461,0.2845,0.0564,-2.748,-0.503,-2.245
41097,103265,Air Force,Falcons,87,2117998,Kolby Gilles,Junior,F,77,probable_returner,,,103265,Air Force,False,False,False,False,32,5,407.51,672.955,103.0,84,42,19,16,39,55,8,3,51,61,0.20414,74.49,121.9,0.47024,0.50244,0.1035,0.04786,0.11928,0.08318,0.01188,0.0084,0.33229,3.0455,-2.37354,-0.233,-0.7593,-0.8599,0.1006,-0.0745,-1.724,-0.482,-1.242
41097,103265,Air Force,Falcons,87,2118008,Wesley Celichowski,Junior,F,84,probable_returner,,,103265,Air Force,False,False,False,False,32,29,661.65,1094.124,152.0,147,45,41,16,60,76,10,18,34,83,0.16449,87.67,121.63,0.43537,0.45564,0.13632,0.02948,0.11302,0.07079,0.00914,0.03104,0.16932,6.6419,-2.1449,-0.1297,-0.2755,-0.4546,0.1791,-0.0167,-2.18,-3.266,1.086
41097,103265,Air Force,Falcons,87,2303157,AJ Patterson,Sophomore,G,75,probable_returner,,,103265,Air Force,False,False,False,False,29,0,415.6,687.775,64.0,55,28,51,11,44,55,20,4,50,66,0.15353,74.67,117.45,0.42727,0.47548,0.25338,0.03218,0.13291,0.08174,0.02913,0.01105,0.42618,4.6695,-1.76391,-0.1698,-0.4511,-0.7189,0.2677,-0.0434,-3.988,-2.468,-1.52
41097,103265,Air Force,Falcons,87,2303166,Elliott Taite,Sophomore,G,75,probable_returner,,,103265,Air Force,False,False,False,False,12,0,20.82,34.988,18.0,13,1,2,0,2,2,0,0,1,0,0.37524,112.02,125.68,0.69231,0.67164,0.57914,0,0.12198,0.05785,0,0,0.06925,31.2139,0.21328,0.4098,0.0419,0.0438,-0.0019,0.0805,,,
41097,103265,Air Force,Falcons,87,2303177,Eli Robinson,Sophomore,F,78,probable_returner,,,103265,Air Force,False,False,False,False,31,31,867.4,1434.471,241.0,207,38,49,43,117,160,34,12,55,68,0.17436,96.95,117.52,0.52174,0.53867,0.13201,0.06074,0.16827,0.11402,0.02374,0.01572,0.19733,12.2878,-0.61867,-0.0285,0.5527,-0.0006,0.5532,0.0255,-6.304,-5.126,-1.178
41097,103265,Air Force,Falcons,87,2303181,Kyle Marshall,Sophomore,G,76,probable_returner,,,103265,Air Force,False,False,False,False,4,0,65.45,111.543,14.0,17,3,8,5,6,11,2,1,1,5,0.1508,100.15,120.47,0.41176,0.38251,0.27205,0.08988,0.10552,0.09778,0.01795,0.01734,0.05176,12.3343,0.03341,0.0204,0.0409,0.0164,0.0245,0.025,-1.075,-1.185,0.11
41097,103265,Air Force,Falcons,87,2505115,Chris Catchings,Freshman,G,76,probable_returner,,,,,False,False,False,False,5,0,10.56,16.927,0.0,3,0,4,1,1,2,1,0,1,2,0.21275,,112.11,0,0,0.73551,0.10948,0.12972,0.11874,0.05869,0,0.25,4.795,0.00999,0.0378,,,0.0118,,,,
41097,103265,Air Force,Falcons,87,2505118,Riley Dering,Freshman,F,81,probable_returner,,,,,False,False,False,False,14,0,189.46,321.253,76.0,51,18,0,17,22,39,6,8,6,29,0.18398,121.49,117.27,0.62745,0.64516,0,0.10623,0.15409,0.1288,0.01904,0.04926,0.09242,19.2038,0.67021,0.1415,0.4872,0.362,0.1252,0.1029,-1.841,0.26,-2.101
41097,103265,Air Force,Falcons,87,2505119,Keaton Frisch,Freshman,F,78,probable_returner,,,,,False,False,False,False,2,0,0.99,1.635,0.0,0,0,0,0,0,0,0,0,0,0,0,,129.82,,,0,0,0,0,0,0,,0,-0.00693,-0.28,,,-0.0005,,,,
41097,103265,Air Force,Falcons,87,2505121,Ethan Greenberg,Freshman,G,76,probable_returner,,,,,False,False,False,False,32,29,861.52,1432.191,211.0,199,23,33,12,61,73,28,3,36,35,0.15421,92.34,121.99,0.49246,0.50454,0.08324,0.01698,0.08825,0.05222,0.01966,0.00397,0.14687,7.8581,-1.21194,-0.0563,-0.0578,-0.2633,0.2055,-0.0027,-1.323,-0.516,-0.807
41097,103265,Air Force,Falcons,87,2505122,Justin Hinds,Freshman,G,77,probable_returner,,,,,False,False,False,False,29,3,334.34,545.919,40.0,55,12,15,7,35,42,8,7,19,33,0.12826,64.71,120.35,0.3,0.33167,0.08966,0.02562,0.13185,0.07797,0.01443,0.02374,0.23966,2.1088,-1.48246,-0.1774,-0.5029,-0.6317,0.1288,-0.0602,-2.033,-1.39,-0.643
41097,103265,Air Force,Falcons,87,2505125,Lucas Hobin,Freshman,F,80,probable_returner,,,,,False,False,False,False,32,25,927.52,1533.688,366.0,301,96,20,8,55,63,12,4,42,70,0.22512,99.33,124.9,0.47508,0.53322,0.05046,0.01051,0.07391,0.04186,0.00783,0.00492,0.10902,9.5205,-1.52136,-0.0656,0.1848,0.2048,-0.02,0.008,-4.152,-0.499,-3.653
41097,103265,Air Force,Falcons,87,2505126,Sam Imade,Freshman,F,78,probable_returner,,,,,False,False,False,False,10,0,33.6,54.78,8.0,10,0,0,0,1,1,0,0,0,0,0.1611,,128.53,0.4,0.4,0,0,0.03791,0.01804,0,0,0,3.3981,-0.17588,-0.2094,,,-0.0116,,,,
41097,103265,Air Force,Falcons,87,2505128,Brendan Martin,Freshman,F,78,probable_returner,,,,,False,False,False,False,12,0,64.1,108.116,22.0,21,2,2,0,5,5,2,0,2,3,0.20221,92.45,122.04,0.52381,0.50228,0.08385,0,0.09958,0.04745,0.01868,0,0.08375,9.8419,-0.04583,-0.0286,-0.0087,-0.0237,0.015,-0.0054,-2.246,-0.51,-1.736
41097,103265,Air Force,Falcons,87,2505130,Kam Sanders,Freshman,G,75,probable_returner,,,,,False,False,False,False,32,32,957.29,1583.714,400.0,319,152,121,10,123,133,35,2,74,63,0.26038,100.13,118.93,0.45298,0.51827,0.30515,0.01273,0.16014,0.08562,0.02212,0.00238,0.16091,14.823,1.0401,0.0435,0.8475,0.357,0.4905,0.0354,-3.55,-2.581,-0.969
41097,103266,Akron,Zips,2,1890656,Shammah Scott,Senior,G,74,senior_eligibility_review,,,103266,Akron,False,False,False,False,33,11,896.15,1555.924,423.0,331,57,90,4,74,78,9,3,38,28,0.2159,123.38,113.41,0.57251,0.59393,0.16551,0.00538,0.09016,0.04987,0.00576,0.0039,0.09643,16.3357,2.00222,0.0894,3.0467,2.1423,0.9044,0.136,1.177,1.996,-0.819
41097,103266,Akron,Zips,2,1894259,Halil Barre,Senior,F,81,senior_eligibility_review,,,103550,Duquesne,True,False,False,False,17,0,105.75,188.906,48.0,17,31,1,8,22,30,2,9,11,20,0.19419,122.26,101.02,0.70588,0.78431,0.01433,0.09372,0.2253,0.16393,0.01078,0.09894,0.26417,20.2736,0.47397,0.1793,0.4626,0.2384,0.2242,0.175,2.018,2.065,-0.047
41097,103266,Akron,Zips,2,1895929,Evan Mahaffey,Senior,G,78,senior_eligibility_review,,,104041,Ohio St.,True,False,False,False,33,33,955.41,1660.288,325.0,248,62,113,66,120,186,56,23,43,80,0.16355,127.09,103.65,0.58468,0.59027,0.18813,0.08328,0.13714,0.11155,0.03361,0.02805,0.1351,19.7387,4.62968,0.1938,4.0715,2.2711,1.8005,0.1705,6.15,4.4,1.75
41097,103266,Akron,Zips,2,1917732,Bowen Hardman,Senior,G,75,in_portal_uncommitted_or_pending,,,103266,Akron,False,False,False,True,33,12,610.69,1058.77,246.0,188,21,8,4,45,49,3,0,12,21,0.16822,126.31,114.67,0.60904,0.62373,0.02032,0.0079,0.08046,0.04597,0.00282,0,0.05735,12.2489,0.7084,0.0464,1.6846,1.1372,0.5474,0.1103,-0.766,0.097,-0.863
41097,103266,Akron,Zips,2,1949206,Amani Lyles,Senior,F,79,senior_eligibility_review,,,103266,Akron,False,False,False,False,33,33,883.67,1532.955,499.0,325,131,70,72,188,260,32,25,75,95,0.25426,123.02,102.17,0.62154,0.65212,0.13858,0.09823,0.2323,0.16858,0.02076,0.03296,0.16388,24.8114,6.8343,0.3094,4.395,2.6123,1.7827,0.1989,3.338,2.999,0.339
41097,103266,Akron,Zips,2,1949207,Tavari Johnson,Senior,G,71,senior_eligibility_review,,,103266,Akron,False,False,False,False,33,33,1065.75,1850.321,655.0,473,121,165,19,75,94,39,9,85,43,0.28158,124.64,110.18,0.5814,0.62239,0.28201,0.02149,0.07684,0.05054,0.02098,0.00984,0.13906,23.6136,6.28126,0.2357,5.0621,3.678,1.3841,0.19,4.847,5.027,-0.18
41097,103266,Akron,Zips,2,2094970,Marvin Musiime-Kamali,Junior,F,78,probable_returner,,,103266,Akron,False,False,False,False,33,0,277.36,485.249,56.0,32,22,14,32,27,59,17,4,10,50,0.09148,137.76,104.71,0.65625,0.67146,0.07227,0.13909,0.10629,0.12188,0.03515,0.0168,0.1935,14.3672,0.40287,0.0581,1.0625,0.5663,0.4962,0.1532,0.113,0.907,-0.794
