source,source_url,captured_at,ranking_year,ranking_key,ranking_date_updated,ranking_date_scheduled,ranking_status,ranking_staleness,organization_key,team,team_full_name,team_slug,team_abbreviation,rank,index_score,raw_score,date,date_modified,transfers_in,transfers_in_avg_rating,raw_score_in,transfers_out,transfers_out_avg_rating,raw_score_out,five_stars_net,five_stars_in,five_stars_out,four_stars_net,four_stars_in,four_stars_out,three_stars_net,three_stars_in,three_stars_out,original_nil_valuation,adjusted_nil_valuation,nil_valuation_change
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",8288,Iowa State,Iowa State Cyclones,iowa-state-cyclones,ISU,1,21,235.497,2026-04-13,2026-04-13T23:24:09+00:00,5,87,280.647,4,69.25,45.15,0,0,0,2,3,1,1,1,0,1966433,1173361,-793072
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",8776,Indiana,Indiana Hoosiers,indiana-hoosiers,IND,2,20,217.735,2026-04-13,2026-04-13T23:24:13+00:00,3,87,193.038,5,60.4,-24.697,0,0,0,2,2,0,0,0,0,0,1475247,1475247
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",6900,West Virginia,West Virginia Mountaineers,west-virginia-mountaineers,WVU,3,15,160.747,2026-04-13,2026-04-13T23:23:51+00:00,2,93,163.605,6,61.333,2.857,0,0,0,2,2,0,0,0,0,0,-23776,-23776
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",24078,UCLA,UCLA Bruins,ucla-bruins,UCLA,4,13,142.424,2026-04-13,2026-04-13T23:26:07+00:00,3,82,147.128,2,66,4.704,0,0,0,2,2,0,0,0,0,0,1402164,1402164
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",6016,Xavier,Xavier Musketeers,xavier-musketeers,Xavier,5,10,111.757,2026-04-13,2026-04-13T23:23:48+00:00,3,92.333,232.683,4,75,120.926,0,0,0,3,3,0,-2,0,2,0,967092,967092
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",7493,Houston,Houston Cougars,houston-cougars,HOU,6,10,111.737,2026-04-13,2026-04-13T23:23:58+00:00,2,94.5,153.191,3,74.667,41.455,0,0,0,1,2,1,0,0,0,0,1155945,1155945
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",7862,Illinois,Illinois Fighting Illini,illinois-fighting-illini,ILL,7,10,110.882,2026-04-13,2026-04-13T23:24:04+00:00,1,96,87.526,2,60,-23.356,0,0,0,1,1,0,0,0,0,1531727,2817658,1285931
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",23628,Texas,Texas Longhorns,texas-longhorns,TEX,8,10,108.654,2026-04-13,2026-04-13T23:26:01+00:00,2,96,174.634,4,73,65.98,0,0,0,1,2,1,0,0,0,0,3002991,3002991
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",15421,Michigan,Michigan Wolverines,michigan-wolverines,MICH,9,9,99.62,2026-04-13,2026-04-13T23:24:57+00:00,1,93,71.019,2,65,-28.6,0,0,0,1,1,0,0,0,0,4047954,5248265,1200311
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",9533,Ohio State,Ohio State Buckeyes,ohio-state-buckeyes,OHST,10,8,92.094,2026-04-13,2026-04-13T23:24:22+00:00,2,93,153.571,3,74,61.477,0,0,0,1,2,1,0,0,0,0,-156370,-156370
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",7145,Pittsburgh,Pittsburgh Panthers,pittsburgh-panthers,PITT,11,8,90.121,2026-04-13,2026-04-13T23:23:53+00:00,5,85,265.857,7,76.286,175.736,0,0,0,0,3,3,1,1,0,0,457859,457859
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",16674,Nebraska,Nebraska Cornhuskers,nebraska-cornhuskers,NEB,12,8,89.784,2026-04-13,2026-04-13T23:25:13+00:00,1,93,80.235,2,61.5,-9.548,0,0,0,1,1,0,0,0,0,0,0,0
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-04-13T23:35:42+00:00,2026,645,2026-04-13T23:28:38+00:00,2026-04-14T02:00:00+00:00,Draft,"On300, Consensus",2122,Baylor,Baylor Bears,baylor-bears,BAY,13,8,88.503,2026-04-13,2026-04-13T23:23:37+00:00,1,93,79.412,1,60,-9.091,0,0,0,1,1,0,0,0,0,0,0,0
