source,source_url,captured_at,ranking_year,ranking_key,ranking_date_updated,ranking_date_scheduled,ranking_status,ranking_staleness,organization_key,team,team_full_name,team_slug,team_abbreviation,rank,index_score,raw_score,date,date_modified,transfers_in,transfers_in_avg_rating,raw_score_in,transfers_out,transfers_out_avg_rating,raw_score_out,five_stars_net,five_stars_in,five_stars_out,four_stars_net,four_stars_in,four_stars_out,three_stars_net,three_stars_in,three_stars_out,original_nil_valuation,adjusted_nil_valuation,nil_valuation_change
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",6016,Xavier,Xavier Musketeers,xavier-musketeers,Xavier,1,43,467.923,2026-05-08,2026-05-08T14:51:07+00:00,7,87.571,477.456,6,61.5,9.532,0,0,0,6,6,0,-2,0,2,0,1771711,1771711
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",19484,Florida State,Florida State Seminoles,florida-state-seminoles,FSU,2,36,397.931,2026-05-08,2026-05-08T14:52:55+00:00,5,92.4,402.372,8,61,4.44,0,0,0,5,5,0,-2,0,2,0,1267505,1267505
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",8776,Indiana,Indiana Hoosiers,indiana-hoosiers,IND,3,35,383.088,2026-05-08,2026-05-08T14:51:33+00:00,6,93.5,476.039,7,69.571,92.951,0,0,0,4,6,2,0,0,0,0,4611237,4611237
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",23628,Texas,Texas Longhorns,texas-longhorns,TEX,4,32,355.788,2026-05-08,2026-05-08T14:53:35+00:00,5,94.2,407.371,6,69.5,51.583,0,0,0,2,5,3,0,0,0,465741,4428517,3962776
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",21058,Vanderbilt,Vanderbilt Commodores,vanderbilt-commodores,VAN,5,29,321.048,2026-05-08,2026-05-08T14:53:19+00:00,5,92.8,385.973,8,69.625,64.925,0,0,0,4,5,1,-1,0,1,704385,2072154,1367769
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",24078,UCLA,UCLA Bruins,ucla-bruins,UCLA,6,27,298.327,2026-05-08,2026-05-08T14:53:43+00:00,4,92,303.03,2,66,4.704,0,0,0,4,4,0,0,0,0,619620,2049633,1430013
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",16266,South Carolina,South Carolina Gamecocks,south-carolina-gamecocks,SC,7,27,296.235,2026-05-08,2026-05-08T14:52:34+00:00,6,83.167,320.743,8,64.875,24.508,0,0,0,4,5,1,0,1,1,532426,1177481,645055
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",12005,Louisville,Louisville Cardinals,louisville-cardinals,LOU,8,26,287.986,2026-05-08,2026-05-08T14:51:57+00:00,6,88.833,400.172,6,71.833,112.186,1,1,0,3,5,2,-1,0,1,1454248,5192808,3738560
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",16527,NC State,NC State Wolfpack,nc-state-wolfpack,NCST,9,25,277.852,2026-05-08,2026-05-08T14:52:39+00:00,6,87.5,372.545,12,68.583,94.693,0,0,0,3,5,2,0,1,1,1499887,526179,-973708
on3_transfer_portal,https://www.on3.com/transfer-portal/team-rankings/basketball/2026/,2026-05-08T15:10:37+00:00,2026,645,2026-05-08T14:55:47+00:00,2026-05-09T02:00:00+00:00,Draft,"On300, Consensus",6900,West Virginia,West Virginia Mountaineers,west-virginia-mountaineers,WVU,10,24,260.925,2026-05-08,2026-05-08T14:51:10+00:00,6,82.5,319.674,7,65.714,58.749,0,0,0,3,4,1,1,1,0,0,1517982,1517982
